Name,Season,Injury,from,until,Days,Games missed
Patterson,22/23,Ankle injury,"Sep 21, 2022","Oct 26, 2022",35 days,5
Patterson,21/22,Ankle surgery,"Apr 5, 2022","Jun 6, 2022",62 days,10
Patterson,21/22,Quarantine,"Aug 27, 2021","Sep 8, 2021",12 days,1
Patterson,20/21,Quarantine,"Jun 1, 2021","Jun 4, 2021",3 days,1
Patterson,20/21,Quarantine,"Feb 14, 2021","Feb 23, 2021",9 days,2
Coleman,22/23,Knee injury,"May 1, 2023","Nov 23, 2023",206 days,20
Coleman,21/22,Hamstring injury,"Sep 17, 2021","Oct 15, 2021",28 days,6
Coleman,20/21,Muscle injury,"Nov 8, 2020","Dec 18, 2020",40 days,8
Coleman,20/21,Muscle injury,"Oct 17, 2020","Nov 5, 2020",19 days,3
Coleman,19/20,Hamstring strain,"Mar 2, 2020","Jun 14, 2020",104 days,1
Coleman,19/20,Hamstring injury,"Nov 24, 2019","Dec 14, 2019",20 days,3
Coleman,18/19,Groin injury,"May 5, 2019","May 31, 2019",26 days,1
Coleman,18/19,Ill,"Mar 4, 2019","Mar 16, 2019",12 days,1
Coleman,18/19,Foot injury,"Sep 8, 2018","Oct 20, 2018",42 days,8
Coleman,17/18,Hamstring strain,"Feb 10, 2018","Mar 3, 2018",21 days,3
Coleman,16/17,Broken leg,"Mar 27, 2017","Jan 13, 2018",292 days,55
Coleman,16/17,Ankle injury,"Aug 11, 2016","Sep 5, 2016",25 days,6
Coleman,15/16,Hamstring injury,"Apr 18, 2016","May 16, 2016",28 days,6
Coleman,15/16,Hamstring strain,"Sep 14, 2015","Oct 12, 2015",28 days,6
Coleman,14/15,Hamstring strain,"Sep 29, 2014","Oct 16, 2014",17 days,5
Coleman,14/15,concussion,"Sep 18, 2014","Oct 2, 2014",14 days,5
Coleman,13/14,minor knock,"Jan 20, 2014","Jan 30, 2014",10 days,3
Onana,23/24,Calf injury,"Nov 11, 2023",-,16 days,2
Onana,22/23,Leg injury,"Apr 14, 2023","Apr 24, 2023",10 days,2
Onana,20/21,Groin problems,"May 17, 2021","May 24, 2021",7 days,1
Onana,20/21,Adductor pain,"Jan 2, 2021","Jan 13, 2021",11 days,2
Garner,22/23,Back injury,"Nov 12, 2022","Feb 9, 2023",89 days,8
Garner,19/20,unknown injury,"Aug 30, 2019","Sep 10, 2019",11 days,7
Gomes,23/24,Fitness,"Aug 13, 2023",-,106 days,15
Gomes,21/22,Calf injury,"Sep 21, 2021","Dec 5, 2021",75 days,10
Gomes,20/21,bruise,"Sep 27, 2020","Oct 16, 2020",19 days,2
Gomes,19/20,bruise,"Jun 3, 2020","Jun 20, 2020",17 days,-
Gomes,19/20,Ankle injury,"Nov 4, 2019","Feb 21, 2020",109 days,19
Gomes,19/20,Bruised ribs,"Sep 2, 2019","Oct 4, 2019",32 days,6
Gomes,19/20,Ankle injury,"Aug 11, 2019","Aug 16, 2019",5 days,-
Gomes,18/19,bruise,"Mar 18, 2019","Mar 29, 2019",11 days,2
Gomes,18/19,Ill,"Dec 18, 2018","Dec 22, 2018",4 days,-
Gomes,18/19,Bone edema,"Jul 29, 2018","Oct 20, 2018",83 days,26
Gomes,17/18,stomach problems,"Jan 27, 2018","Jan 30, 2018",3 days,1
Gomes,17/18,Hamstring injury,"Nov 2, 2017","Dec 1, 2017",29 days,7
Gomes,17/18,Stomach flu,"Aug 24, 2017","Aug 31, 2017",7 days,2
Gomes,16/17,Muscle contusion,"Sep 1, 2016","Sep 12, 2016",11 days,2
Gomes,15/16,Muscle injury,"Nov 23, 2015","Dec 10, 2015",17 days,5
Gomes,15/16,Muscle injury,"May 18, 2015","Aug 17, 2015",91 days,21
Doucouré,22/23,Hamstring injury,"Aug 13, 2022","Oct 3, 2022",51 days,9
Doucouré,21/22,Stress reaction of the bone,"Oct 17, 2021","Nov 28, 2021",42 days,11
Doucouré,20/21,Foot injury,"Mar 4, 2021","May 7, 2021",64 days,11
Doucouré,18/19,Knee injury,"Jan 13, 2019","Feb 8, 2019",26 days,4
Gueye,21/22,Corona virus,"Jan 12, 2022","Jan 15, 2022",3 days,2
Gueye,21/22,Corona virus,"Aug 1, 2021","Aug 16, 2021",15 days,3
Gueye,20/21,Hamstring injury,"Oct 20, 2020","Oct 25, 2020",5 days,2
Gueye,20/21,Ankle injury,"Sep 20, 2020","Oct 2, 2020",12 days,3
Gueye,19/20,Hamstring injury,"Dec 9, 2019","Jan 1, 2020",23 days,4
Gueye,19/20,Groin injury,"Oct 11, 2019","Oct 28, 2019",17 days,3
Gueye,19/20,Rest,"Sep 24, 2019","Sep 26, 2019",2 days,1
Gueye,18/19,Groin strain,"Jan 27, 2019","Feb 5, 2019",9 days,2
Gueye,18/19,Groin strain,"Dec 12, 2018","Dec 25, 2018",13 days,2
Gueye,18/19,Ankle injury,"Oct 15, 2018","Oct 20, 2018",5 days,1
Gueye,18/19,Knee injury,"Aug 25, 2018","Sep 16, 2018",22 days,5
Onyango,22/23,Hamstring injury,"Feb 11, 2023","Jul 6, 2023",145 days,?
Onyango,20/21,Ankle injury,"Apr 3, 2021","Oct 4, 2021",184 days,14
Alli,22/23,Partial muscle tear,"Mar 24, 2023",-,248 days,-
Alli,22/23,Hamstring strain,"Sep 4, 2022","Sep 22, 2022",18 days,3
Alli,20/21,Tendon irritation,"Jan 22, 2021","Feb 9, 2021",18 days,5
Alli,19/20,Muscle injury,"Jul 3, 2020","Jul 25, 2020",22 days,5
Alli,19/20,Hamstring injury,"Aug 4, 2019","Aug 31, 2019",27 days,3
Alli,18/19,Broken hand,"Apr 10, 2019","Apr 15, 2019",5 days,1
Alli,18/19,Hamstring strain,"Jan 20, 2019","Mar 9, 2019",48 days,12
Alli,18/19,Hamstring injury,"Dec 24, 2018","Dec 28, 2018",4 days,1
Alli,18/19,Hamstring injury,"Sep 28, 2018","Oct 29, 2018",31 days,8
Alli,18/19,Hamstring injury,"Sep 8, 2018","Sep 22, 2018",14 days,4
Alli,18/19,Muscle strain,"Jul 4, 2018","Jul 6, 2018",2 days,-
Alli,17/18,Hamstring injury,"Nov 2, 2017","Nov 15, 2017",13 days,3
Alli,16/17,Knee injury,"Nov 7, 2016","Nov 17, 2016",10 days,3
Alli,14/15,Ankle injury,"Feb 16, 2015","Apr 2, 2015",45 days,12
Alli,13/14,Torn ligaments,"Sep 30, 2013","Oct 31, 2013",31 days,19
McNeil,23/24,Ankle injury,"Jul 29, 2023","Sep 1, 2023",34 days,4
McNeil,20/21,Groin injury,"Dec 22, 2020","Jan 11, 2021",20 days,3
McNeil,19/20,Knock,"Jan 2, 2020","Jan 10, 2020",8 days,1
McNeil,19/20,Hamstring strain,"Sep 26, 2019","Sep 27, 2019",1 days,-
McNeil,19/20,Hamstring injury,"Sep 1, 2019","Sep 13, 2019",12 days,2
Danjuma,21/22,muscular problems,"Apr 28, 2022","Sep 19, 2022",144 days,20
Danjuma,20/21,muscular problems,"Sep 28, 2020","Oct 1, 2020",3 days,-
Danjuma,20/21,Rest,"Sep 21, 2020","Sep 24, 2020",3 days,1
Danjuma,20/21,Rest,"Sep 14, 2020","Sep 17, 2020",3 days,1
Danjuma,19/20,Broken foot,"Dec 9, 2019","Apr 9, 2020",122 days,15
Danjuma,19/20,Hamstring injury,"Jul 29, 2019","Sep 19, 2019",52 days,18
Danjuma,18/19,Ankle injury,"Oct 18, 2018","Mar 11, 2019",144 days,27
Danjuma,17/18,Thigh problems,"May 3, 2018","May 17, 2018",14 days,2
Danjuma,17/18,Back problems,"Nov 27, 2017","Feb 1, 2018",66 days,9
Danjuma,17/18,Back problems,"Oct 30, 2017","Nov 6, 2017",7 days,1
Harrison,23/24,Hip injury,"Jul 1, 2023","Oct 1, 2023",92 days,16
Harrison,18/19,Muscle injury,"Oct 25, 2018","Oct 31, 2018",6 days,1
Harrison,18/19,Muscle injury,"Oct 10, 2018","Oct 21, 2018",11 days,1
Harrison,15/16,Hip injury,"Mar 1, 2016","May 17, 2016",77 days,12
Calvert-Lewin,23/24,Broken cheekbone,"Aug 20, 2023","Sep 14, 2023",25 days,4
Calvert-Lewin,22/23,Hamstring injury,"May 20, 2023","Aug 17, 2023",89 days,3
Calvert-Lewin,22/23,Hamstring injury,"Feb 4, 2023","Mar 8, 2023",32 days,6
Calvert-Lewin,22/23,Knee injury,"Aug 4, 2022","Sep 19, 2022",46 days,8
Calvert-Lewin,21/22,Broken toe,"Aug 28, 2021","Dec 31, 2021",125 days,32
Calvert-Lewin,20/21,Hamstring injury,"Feb 11, 2021","Feb 19, 2021",8 days,2
Calvert-Lewin,20/21,Muscle injury,"Jan 2, 2021","Jan 26, 2021",24 days,3
Calvert-Lewin,18/19,bruise,"May 5, 2019","May 31, 2019",26 days,1
Calvert-Lewin,17/18,Back injury,"Apr 23, 2018","Jun 30, 2018",68 days,14
Calvert-Lewin,16/17,Ankle injury,"Jan 2, 2017","Feb 25, 2017",54 days,8
Beto,22/23,Lumbago,"Apr 27, 2023","May 20, 2023",23 days,4
Beto,22/23,flu,"Apr 16, 2023","Apr 20, 2023",4 days,1
Beto,21/22,Muscle injury,"Apr 10, 2022","May 25, 2022",45 days,9
Radu,22/23,surgery,"Jun 4, 2023","Jul 9, 2023",35 days,-
Radu,22/23,Elbow injury,"Oct 14, 2022","Jan 20, 2023",98 days,11
Radu,20/21,Corona virus,"Oct 9, 2020","Oct 28, 2020",19 days,4
Radu,18/19,unknown injury,"Mar 8, 2019","Mar 11, 2019",3 days,1
Radu,16/17,Shoulder injury,"Sep 1, 2016","Apr 20, 2017",231 days,38
Neto,23/24,Ankle injury,"Oct 27, 2023","Nov 24, 2023",28 days,4
Neto,22/23,Fitness,"Dec 19, 2022","Jan 13, 2023",25 days,5
Neto,22/23,Hamstring injury,"Oct 24, 2022","Dec 18, 2022",55 days,5
Neto,21/22,cold,"Nov 5, 2021","Nov 8, 2021",3 days,1
Neto,20/21,ankle sprain,"Mar 22, 2021","Apr 24, 2021",33 days,4
Neto,19/20,ankle sprain,"Jan 23, 2020","Feb 14, 2020",22 days,5
Neto,19/20,Hand injury,"Aug 11, 2019","Sep 17, 2019",37 days,5
Neto,18/19,Back injury,"Mar 15, 2019","Mar 29, 2019",14 days,1
Neto,15/16,unknown injury,"Apr 16, 2016","May 2, 2016",16 days,4
Neto,13/14,unknown injury,"May 4, 2014","Jul 1, 2014",58 days,3
Randolph,23/24,Ill,"Aug 11, 2023",-,108 days,16
Randolph,20/21,Knock,"Jan 20, 2021","Apr 18, 2021",88 days,18
Randolph,15/16,Knee injury,"Nov 20, 2015","Dec 5, 2015",15 days,3
Senesi,21/22,Ill,"Oct 20, 2021","Oct 23, 2021",3 days,1
Senesi,21/22,Groin injury,"Oct 3, 2021","Oct 15, 2021",12 days,4
Senesi,21/22,Groin injury,"Aug 22, 2021","Sep 12, 2021",21 days,5
Senesi,20/21,Quarantine,"Apr 2, 2021","Apr 6, 2021",4 days,1
Senesi,19/20,Arm injury,"Nov 10, 2019","Nov 20, 2019",10 days,3
Zabarnyi,22/23,Ankle injury,"Feb 10, 2023","Mar 31, 2023",49 days,6
Zabarnyi,21/22,Corona virus,"Jan 16, 2022","Jan 28, 2022",12 days,-
Zabarnyi,20/21,unknown injury,"Feb 12, 2021","Feb 17, 2021",5 days,1
Kelly,22/23,Ankle injury,"Sep 15, 2022","Dec 26, 2022",102 days,11
Kelly,20/21,Hamstring injury,"Oct 30, 2020","Nov 1, 2020",2 days,1
Kelly,20/21,Hamstring injury,"Sep 25, 2020","Oct 23, 2020",28 days,6
Kelly,19/20,Muscle strain,"Jan 23, 2020","Jun 9, 2020",138 days,6
Kelly,19/20,Hamstring injury,"Nov 3, 2019","Jan 19, 2020",77 days,15
Kelly,19/20,Ligament injury,"Jul 29, 2019","Sep 21, 2019",54 days,9
Mepham,23/24,Muscle injury,"Sep 28, 2023","Oct 14, 2023",16 days,3
Mepham,22/23,Thigh problems,"Apr 28, 2023","May 6, 2023",8 days,2
Mepham,20/21,Rest,"Sep 23, 2020","Sep 25, 2020",2 days,1
Mepham,20/21,muscular problems,"Sep 13, 2020","Sep 16, 2020",3 days,1
Mepham,20/21,Knee injury,"Jul 2, 2020","Aug 31, 2020",60 days,6
Mepham,19/20,Knee injury,"Jan 5, 2020","May 19, 2020",135 days,9
Mepham,19/20,Calf injury,"Sep 29, 2019","Oct 18, 2019",19 days,3
Mepham,19/20,Knock,"Sep 11, 2019","Sep 14, 2019",3 days,-
Aarons,19/20,Ankle injury,"Sep 11, 2019","Sep 27, 2019",16 days,2
Fredericks,22/23,Calf injury,"Mar 12, 2023",-,260 days,28
Fredericks,22/23,Knock,"Dec 19, 2022","Feb 6, 2023",49 days,8
Fredericks,20/21,Virus,"Dec 30, 2020","Jan 15, 2021",16 days,2
Fredericks,20/21,Groin injury,"Nov 9, 2020","Dec 10, 2020",31 days,3
Fredericks,20/21,Muscle strain,"Sep 28, 2020","Oct 17, 2020",19 days,2
Fredericks,19/20,Calf injury,"Jul 16, 2020","Jul 25, 2020",9 days,2
Fredericks,19/20,Shoulder injury,"Feb 19, 2020","Jun 8, 2020",110 days,4
Fredericks,19/20,Muscle strain,"Jan 6, 2020","Jan 31, 2020",25 days,5
Fredericks,19/20,Knock,"Sep 23, 2019","Sep 27, 2019",4 days,1
Fredericks,18/19,Knock,"Mar 29, 2019","Apr 7, 2019",9 days,1
Fredericks,18/19,Ankle injury,"Nov 10, 2018","Jan 26, 2019",77 days,14
Fredericks,17/18,muscular problems,"Oct 12, 2017","Oct 19, 2017",7 days,1
Fredericks,16/17,Ankle injury,"Jul 22, 2016","Oct 10, 2016",80 days,14
Fredericks,15/16,Hamstring injury,"Nov 4, 2015","Nov 20, 2015",16 days,1
Smith,20/21,Knee bruise,"Oct 22, 2020","Oct 26, 2020",4 days,1
Smith,20/21,Rest,"Sep 14, 2020","Sep 16, 2020",2 days,1
Smith,20/21,Head injury,"Jul 10, 2020","Jul 25, 2020",15 days,3
Smith,19/20,Ankle injury,"Dec 3, 2019","Jan 18, 2020",46 days,10
Smith,19/20,Ill,"Nov 24, 2019","Dec 2, 2019",8 days,1
Smith,19/20,Muscle strain,"Sep 1, 2019","Oct 18, 2019",47 days,5
Smith,18/19,Knock,"Apr 14, 2019","May 3, 2019",19 days,2
Smith,18/19,Hamstring injury,"Mar 10, 2019","Apr 5, 2019",26 days,2
Smith,18/19,Cartilage damage,"Nov 10, 2018","Jan 11, 2019",62 days,12
Smith,17/18,Knee injury,"Mar 17, 2018","May 5, 2018",49 days,7
Smith,15/16,Inguinal hernia,"Apr 2, 2016","Jul 1, 2016",90 days,7
Adams,22/23,Hamstring injury,"Mar 15, 2023",-,257 days,-
Adams,21/22,Thigh problems,"Apr 1, 2022","Apr 8, 2022",7 days,2
Adams,21/22,muscular problems,"Sep 24, 2021","Sep 30, 2021",6 days,2
Adams,20/21,Back problems,"May 3, 2021","May 31, 2021",28 days,5
Adams,20/21,Inner ligament injury,"Oct 24, 2020","Oct 25, 2020",1 days,1
Adams,19/20,Torn muscle fiber,"Feb 12, 2020","Feb 24, 2020",12 days,3
Adams,19/20,Adductor pain,"Dec 10, 2019","Dec 20, 2019",10 days,3
Adams,19/20,Fitness,"Sep 12, 2019","Oct 19, 2019",37 days,9
Adams,18/19,Adductor pain,"Jun 12, 2019","Sep 11, 2019",91 days,12
Adams,18/19,Adductor pain,"Apr 1, 2019","May 12, 2019",41 days,8
Adams,18/19,Back injury,"Sep 25, 2018","Oct 17, 2018",22 days,4
Billing,20/21,Groin injury,"Mar 3, 2021","Mar 13, 2021",10 days,3
Billing,19/20,Ankle injury,"Jun 6, 2020","Jun 23, 2020",17 days,1
Billing,19/20,Back injury,"Jan 23, 2020","Jan 31, 2020",8 days,1
Billing,18/19,Back injury,"Mar 28, 2019","May 31, 2019",64 days,7
Billing,18/19,Knee injury,"Jan 13, 2019","Feb 1, 2019",19 days,2
Billing,18/19,Knock,"Oct 13, 2018","Oct 19, 2018",6 days,-
Billing,17/18,Ankle surgery,"Oct 14, 2017","Jan 13, 2018",91 days,17
Cook,22/23,Knee injury,"Jan 14, 2023","Jan 14, 2023",0 days,1
Cook,20/21,Cruciate ligament tear,"Mar 7, 2021","Oct 29, 2021",236 days,30
Cook,18/19,Cruciate ligament tear,"Dec 6, 2018","Sep 14, 2019",282 days,30
Cook,16/17,Ankle injury,"Oct 6, 2016","Jan 6, 2017",92 days,41
Rothwell,20/21,Back injury,"Oct 4, 2020","Nov 1, 2020",28 days,5
Tavernier,22/23,Hamstring injury,"Apr 28, 2023","Jun 28, 2023",61 days,5
Tavernier,22/23,Hamstring injury,"Feb 24, 2023","Mar 20, 2023",24 days,4
Tavernier,22/23,Hamstring injury,"Nov 13, 2022","Feb 6, 2023",85 days,8
Traorè,22/23,Foot injury,"Apr 5, 2023","Jun 5, 2023",61 days,9
Traorè,22/23,Foot injury,"Feb 26, 2023","Mar 12, 2023",14 days,2
Traorè,22/23,Metatarsal fracture,"Jun 30, 2022","Oct 15, 2022",107 days,14
Traorè,21/22,minor knock,"Apr 28, 2022","May 9, 2022",11 days,2
Traorè,21/22,influenza,"Oct 14, 2021","Oct 21, 2021",7 days,1
Traorè,19/20,Ankle sprain,"Feb 10, 2020","Mar 23, 2020",42 days,2
Christie,21/22,unknown injury,"Aug 15, 2021","Aug 18, 2021",3 days,2
Christie,20/21,Quarantine,"Jan 9, 2021","Jan 19, 2021",10 days,2
Christie,20/21,Quarantine,"Oct 8, 2020","Oct 22, 2020",14 days,4
Christie,19/20,Knock,"Feb 24, 2020","Feb 29, 2020",5 days,1
Christie,19/20,Groin surgery,"Dec 29, 2019","Jan 17, 2020",19 days,1
Christie,18/19,Facial fracture,"Apr 14, 2019","May 21, 2019",37 days,6
Christie,18/19,Hamstring strain,"Feb 24, 2019","Mar 31, 2019",35 days,8
Christie,18/19,Knee injury,"Dec 13, 2018","Dec 21, 2018",8 days,3
Christie,15/16,Knee injury,"Nov 7, 2015","Jan 31, 2016",85 days,11
Marcondes,22/23,Foot injury,"May 9, 2023",-,202 days,-
Sinisterra,22/23,Ankle injury,"Apr 26, 2023","Jun 1, 2023",36 days,5
Sinisterra,22/23,Muscle injury,"Feb 8, 2023","Mar 10, 2023",30 days,6
Sinisterra,22/23,Foot injury,"Oct 23, 2022","Dec 19, 2022",57 days,5
Sinisterra,21/22,minor knock,"May 25, 2022","Jul 3, 2022",39 days,1
Sinisterra,21/22,Knee injury,"Dec 19, 2021","Jan 22, 2022",34 days,3
Sinisterra,20/21,Corona virus,"Apr 2, 2021","Apr 9, 2021",7 days,1
Sinisterra,19/20,Cruciate ligament tear,"Feb 16, 2020","Dec 9, 2020",297 days,27
Kluivert,22/23,Hamstring injury,"Apr 9, 2023","May 5, 2023",26 days,6
Kluivert,22/23,unknown injury,"Jan 31, 2023","Feb 7, 2023",7 days,2
Kluivert,21/22,Hamstring injury,"Sep 25, 2021","Nov 8, 2021",44 days,7
Kluivert,21/22,Hamstring strain,"Aug 29, 2021","Sep 13, 2021",15 days,1
Kluivert,20/21,Ankle injury,"Jan 31, 2021","Feb 9, 2021",9 days,2
Kluivert,20/21,Calf injury,"Dec 17, 2020","Jan 11, 2021",25 days,4
Kluivert,19/20,Hamstring injury,"Dec 2, 2019","Jan 14, 2020",43 days,6
Kluivert,18/19,Adductor injury,"Apr 27, 2019","May 4, 2019",7 days,1
Kluivert,18/19,Muscle injury,"Oct 20, 2018","Nov 2, 2018",13 days,3
Kluivert,17/18,Muscle injury,"Aug 24, 2017","Sep 7, 2017",14 days,6
Ouattara,21/22,Corona virus,"Jan 8, 2022","Jan 15, 2022",7 days,2
Brooks,22/23,Fitness,"Dec 19, 2022","Mar 8, 2023",79 days,12
Brooks,22/23,Hamstring injury,"Aug 20, 2022","Dec 18, 2022",120 days,20
Brooks,21/22,Lymphatic cancer,"Oct 6, 2021","May 10, 2022",216 days,43
Brooks,21/22,unknown injury,"Aug 31, 2021","Sep 8, 2021",8 days,3
Brooks,20/21,Ankle injury,"Feb 17, 2021","Apr 3, 2021",45 days,13
Brooks,20/21,Knock,"Oct 12, 2020","Oct 29, 2020",17 days,5
Brooks,20/21,Ankle injury,"Sep 20, 2020","Sep 28, 2020",8 days,2
Brooks,19/20,Calf injury,"Jul 10, 2020","Jul 11, 2020",1 days,-
Brooks,19/20,Ankle surgery,"Jul 31, 2019","Jun 19, 2020",324 days,39
Brooks,18/19,Ankle injury,"May 1, 2019","May 30, 2019",29 days,2
Brooks,18/19,Calf strain,"Mar 10, 2019","Mar 15, 2019",5 days,-
Brooks,18/19,Ankle injury,"Jan 31, 2019","Feb 26, 2019",26 days,3
Brooks,18/19,Ankle injury,"Jan 30, 2019","Feb 27, 2019",28 days,5
Solanke,22/23,Knee injury,"Jan 13, 2023","Feb 6, 2023",24 days,3
Solanke,20/21,Ankle injury,"Feb 3, 2021","Feb 25, 2021",22 days,6
Solanke,18/19,Hamstring injury,"Apr 28, 2019","May 31, 2019",33 days,2
Solanke,18/19,Muscle strain,"Feb 24, 2019","Mar 8, 2019",12 days,2
Solanke,18/19,Hamstring injury,"Dec 23, 2018","Jan 30, 2019",38 days,8
Solanke,18/19,Groin strain,"Nov 25, 2018","Jan 29, 2019",65 days,6
Solanke,18/19,concussion,"Sep 16, 2018","Sep 25, 2018",9 days,2
Solanke,15/16,Achilles tendon problems,"Feb 4, 2016","Mar 14, 2016",39 days,14
Moore,21/22,Broken foot,"Feb 9, 2022","Apr 24, 2022",74 days,16
Moore,21/22,Corona virus,"Aug 31, 2021","Sep 10, 2021",10 days,3
Moore,20/21,unknown injury,"Dec 13, 2020","Dec 31, 2020",18 days,4
Moore,18/19,Head injury,"Feb 9, 2019","Apr 19, 2019",69 days,15
Sá,21/22,unknown injury,"May 24, 2022","Jul 20, 2022",57 days,4
Sá,20/21,Hand injury,"Aug 1, 2020","Sep 20, 2020",50 days,5
Sá,18/19,unknown injury,"Jul 1, 2018","Aug 14, 2018",44 days,2
Bentley,20/21,Neck injury,"Oct 14, 2020","Oct 18, 2020",4 days,1
Kilman,21/22,Bruise on ankle,"Apr 22, 2022","May 31, 2022",39 days,6
Bueno,22/23,Hamstring injury,"May 24, 2023","Aug 21, 2023",89 days,6
Bueno,21/22,Adductor injury,"Apr 16, 2022","Apr 26, 2022",10 days,2
Bueno,21/22,Knee injury,"Jul 22, 2021","Sep 6, 2021",46 days,6
Bueno,17/18,Muscle injury,"Apr 23, 2018","May 23, 2018",30 days,3
Bueno,17/18,muscular problems,"Apr 1, 2018","Apr 11, 2018",10 days,1
Bueno,17/18,Ankle injury,"Nov 21, 2017","Dec 14, 2017",23 days,3
Dawson,19/20,Head injury,"Nov 24, 2019","Dec 13, 2019",19 days,3
Dawson,17/18,Knee injury,"Oct 21, 2017","Dec 26, 2017",66 days,12
Aït-Nouri,22/23,Ill,"Oct 17, 2022","Oct 22, 2022",5 days,1
Aït-Nouri,21/22,Groin injury,"Dec 14, 2021","Dec 31, 2021",17 days,4
Aït-Nouri,21/22,Head injury,"Sep 22, 2021","Oct 2, 2021",10 days,3
Aït-Nouri,20/21,Groin injury,"Jan 28, 2021","Feb 10, 2021",13 days,3
Aït-Nouri,20/21,bruise,"Nov 9, 2020","Nov 22, 2020",13 days,2
Aït-Nouri,20/21,Virus,"Aug 20, 2020","Sep 15, 2020",26 days,5
Aït-Nouri,19/20,Broken jaw,"Jan 13, 2020","Mar 31, 2020",78 days,10
Aït-Nouri,19/20,Ill,"Nov 29, 2019","Dec 2, 2019",3 days,1
Aït-Nouri,19/20,Ankle injury,"Oct 6, 2019","Oct 21, 2019",15 days,5
Aït-Nouri,18/19,Groin strain,"Oct 26, 2018","Nov 7, 2018",12 days,3
Aït-Nouri,18/19,Groin injury,"Aug 14, 2018","Aug 21, 2018",7 days,1
Aït-Nouri,17/18,Groin strain,"May 9, 2018","May 20, 2018",11 days,-
Otto,20/21,Knee injury,"Apr 5, 2021","Feb 6, 2022",307 days,34
Otto,20/21,Knee injury,"Aug 7, 2020","Feb 3, 2021",180 days,26
Otto,19/20,Ankle injury,"Feb 24, 2020","Jun 6, 2020",103 days,4
Otto,18/19,Knee injury,"Nov 18, 2018","Dec 15, 2018",27 days,5
Bueno,21/22,unknown injury,"Aug 1, 2021","Aug 14, 2021",13 days,-
Semedo,22/23,Hamstring injury,"Apr 30, 2022","Aug 12, 2022",104 days,10
Semedo,19/20,Muscle injury,"Nov 10, 2019","Dec 13, 2019",33 days,7
Semedo,19/20,ankle sprain,"Sep 8, 2019","Sep 12, 2019",4 days,1
Semedo,18/19,Knee problems,"Dec 15, 2018","Dec 20, 2018",5 days,1
Semedo,17/18,Hamstring injury,"Feb 25, 2018","Mar 30, 2018",33 days,7
Semedo,17/18,Tonsillitis,"Jan 13, 2018","Jan 16, 2018",3 days,1
Semedo,15/16,Knee injury,"Oct 11, 2015","Jan 19, 2016",100 days,22
Doherty,21/22,Internal ligament tear,"Apr 10, 2022","Jul 10, 2022",91 days,7
Doherty,21/22,unknown injury,"Oct 13, 2021","Oct 26, 2021",13 days,3
Doherty,20/21,Muscle injury,"Apr 1, 2021","Apr 30, 2021",29 days,5
Doherty,20/21,unknown injury,"Jan 16, 2021","Jan 26, 2021",10 days,2
Doherty,20/21,Corona virus,"Nov 16, 2020","Nov 25, 2020",9 days,2
Doherty,19/20,Knee injury,"Aug 26, 2019","Sep 13, 2019",18 days,4
Doherty,19/20,Ill,"Aug 21, 2019","Aug 24, 2019",3 days,1
Doherty,18/19,Knock,"Feb 18, 2019","Feb 22, 2019",4 days,-
Doherty,18/19,Facial fracture,"Nov 12, 2018","Nov 24, 2018",12 days,2
Doherty,18/19,Knock,"Aug 19, 2018","Aug 24, 2018",5 days,-
Lemina,21/22,heart problems,"Jan 13, 2022","Jan 21, 2022",8 days,3
Lemina,21/22,Corona virus,"Jan 6, 2022","Jan 12, 2022",6 days,2
Lemina,20/21,Knock,"Dec 21, 2020","Jan 18, 2021",28 days,4
Lemina,20/21,Achilles tendon problems,"Nov 2, 2020","Nov 8, 2020",6 days,2
Lemina,20/21,Knock,"Sep 27, 2020","Oct 17, 2020",20 days,4
Lemina,19/20,Hamstring strain,"Jun 28, 2020","Jul 25, 2020",27 days,6
Lemina,19/20,Hamstring injury,"Feb 16, 2020","Mar 4, 2020",17 days,3
Lemina,19/20,Knock,"Dec 14, 2019","Dec 26, 2019",12 days,3
Lemina,19/20,Hamstring strain,"Dec 1, 2019","Dec 5, 2019",4 days,2
Lemina,19/20,Hamstring injury,"Sep 28, 2019","Oct 23, 2019",25 days,7
Lemina,18/19,Abdominal muscle strain,"Dec 29, 2018","Apr 20, 2019",112 days,18
Lemina,18/19,Abdominal muscle strain,"Dec 15, 2018","Dec 21, 2018",6 days,1
Lemina,18/19,Hamstring strain,"Nov 5, 2018","Nov 9, 2018",4 days,-
Lemina,18/19,Knee injury,"Oct 21, 2018","Oct 26, 2018",5 days,-
Lemina,17/18,Ankle injury,"Oct 25, 2017","Nov 18, 2017",24 days,5
Lemina,16/17,Back problems,"Jan 15, 2017","Feb 12, 2017",28 days,9
Lemina,16/17,flu,"Nov 26, 2016","Nov 28, 2016",2 days,1
Lemina,15/16,inflammation,"Dec 6, 2015","Feb 2, 2016",58 days,14
Traoré,22/23,Groin injury,"Jan 4, 2023","May 20, 2023",136 days,23
Hodge,23/24,Hamstring injury,"Aug 31, 2023","Sep 30, 2023",30 days,5
Hodge,20/21,Back injury,"Feb 23, 2021","Feb 27, 2022",369 days,?
Bellegarde,22/23,ankle sprain,"Jan 15, 2023","Mar 14, 2023",58 days,8
Bellegarde,20/21,Thigh problems,"Dec 1, 2020","Dec 14, 2020",13 days,2
Bellegarde,19/20,Knee injury,"Dec 3, 2019","Jan 3, 2020",31 days,5
